pid,label_en,label_zh,_date,object_origin,object_type_en,object_type_zh,_source,cultural_context,_collection,current_location_city,collection_num,DPM_1925_inventory_num,1925_inventory_loc,en_measurements,zh_measurements,_rights,NPMT_1983_poem_listing,image_links,pub_1,pub_2,pub_3,pub_4,pub_5,pub_6,text_title_zh,text_title_en,inscription_position,inscription_author,inscription_text_zh,inscription_text_en,Pub_Text_Chinese_Complete,西域圖志,pub_text_source,pub_text_volume,pub_text_chapter,pub_text_page,sexagenary_year,reign_year,notes_detail,text_ref,museum_catalogue,_manifest,_tags
Jade032,Jade shell-shape plate with floral petals and poem,花卉紋御題詩貝殼式白玉盤,1774,India,cup,飲器,,Mughal,"Sold Sotheby's HK 25 April 2004, Sale , Lot 50 (Sold HKD 9,246,400) with provenance ""An important private collection formed around the late 19th/ early 20th Century""; formerly Min Ch'iu 1985: Private Collection [Zhao Shudong 招曙東, 1900-1995] (聽松書屋 oddly translated in publication as “Canton Collection""; Teng 2004 p48 lists as 小聽騪樓 Hsiao-t'ing-so-lou Studio, Hong Kong), Min Qiu Society, Hong Kong. China Guardian link below identifies him as of Cantonese origin but a Hong Kong collector, 齋號“聽松書屋” and “敏求精舍”早期成員.",,25 April 2004,,,"Length 19.4 cm, width 14 cm",,,32,,HK 1985 pl217 pp422-423,Sotheby's lot essay,,,,,題痕都斯坦玉飲器,In Praise of a Hindustan Jade Drinking Vessel,Interior,,"西崑玉工巧無比,水磨磨玉薄如紙,製爲飲器佐閜盌,形異梓人載周禮, 半匡芰荷葉翻上,一朶簷蔔花承底,又如老蚌擘方諸,暎月分明欲生水,撫不知痕眎知痕,何以措思何運指,奇技直擬下增椎,徐觀又復弗忍耳。 ","""Jade from Western Kun is matchless for its skilled craftsmanship.
Water mills grinding the jade as thin as paper,
Making drinking vessels and bowls for the officials,
Differing in form from what craftsmen have recorded in the Zhouli.
Half a bulging caltrop, turned-over lotus leaf,
A kind of gardenia supporting the base.
Or one could compare it to an opened oyster shell,
Like a bright moon clearly reflected in water.
The hand finds no marks, but the eye finds hints
Of how was it conceived and how executed.
The tools handled with clever contrivance and clear determination.
I simply cannot keep myself from gazing at it again and again.

Imperial inscription from the first decade of the second month of spring, in the year jiawu of the Qianlong period (AD1774)"" (Source)","西崑玉工巧無比,水磨(去聲)磨(平聲)玉薄如紙,製爲飲器佐閜盌,形異梓人載周禮, 半匡艾荷葉翻上,一朶簷蔔花承底,又如老蚌擘方諸,暎月分明欲生水,撫不知痕眎知痕,何以措思何運指,奇技直擬下增椎,徐觀又復弗忍耳。 ",,御製詩,四集,卷18,頁15,甲午,(乾隆三十九年1774年),"""Emperor Qianlong identifies the piece as 'jade from Western Kun' (xikun yu) ¡V that is, south-western Xinjiang ¡V and praises it for being 'matchless for its skilled craftsmanship' (gong qiao wu bi). Qianlong then mentions that it was 'water abraded' (shui mo) to carve it as thin as paper, a term he uses frequently when discussing Mughal jades. James Watt (Chinese Jades from the Collection of the Seattle Art Museum, Seattle, 1989, p.112) understands this hearsay term as an indication that Mughal jade carvers used water with powdered abrasives for working the stone. Then follows a very precise observation of the cup as 'half a bulging water caltrop, turned-over lotus leaf, a kind of gardenia supporting the base' (ban kuang ji he ye fan shang, yiduo zhanbo hua cheng di), which leaves no doubt as to the identity of the piece. The poem finally reaches a passionate conclusion, as Qianlong, exalted by the beauty of the cup, declares 'I cannot keep myself from gazing at it again and again' (xu guan you fu fu ren er). The Emperor's affection for this particular piece could not be stated more clearly."" (Source)",https://ctext.org/library.pl?if=gb&file=56254&page=30,Sotheby's sale,,
Jade033,,,1774,,drinking vessel,飲器,,,,,,,,,,,33,,,,,,,,詠痕都斯坦玉瓜瓣飲器,,,,"天方瓜樣夥,此器肖瓜形, 瓤訝留斯白,皮寧藉彼青,一花承妥帖,五瓣列匀停,貯水鄭門市,擎漿裴驛亭,種疑召家圃,泣匪楚王庭,綿瓞雖徵雅,賓夷亦忄經。 ",,"天方瓜樣夥,此器肖瓜形, 瓤訝留斯白,皮寧藉彼青,一花承妥帖,五瓣列匀停,貯水鄭門市,擎漿裴驛亭,種疑召家圃,泣匪楚王庭,綿瓞雖徵雅,賓夷亦惕經。 ",,御製詩,四集,卷19,頁10,甲午,(乾隆三十九年1774年),,https://ctext.org/library.pl?if=gb&file=56254&page=94,,,
Jade034,Four-lobed white jade bowl with bud-shaped handles,白玉花蕾耳四曲碗,1774,India,two-handled bowl,洗 or 雙耳碗,,Mughal,DPM,,新117964,NA,NA,"major diameter: 15.5cm, minor diameter: 12.0cm,",口徑 15.5x12，底徑 8.4x6.2，高5.6厘米,,34,,HK 2015 p42/48/202,,,,,,訊痕都斯坦四照花玉洗用漢樂府相和歌體 ,"On a Hundistan Jade Washer in the Shape of a Dogwood Flower, [written] in the Style of Xianghe Song of Yuefu Poetry","Preface on exterior wall, poem on interior wall",,"NPMT 外壁 琢羱肪之盈匊,晶瑩山輝,鏤蟬翼以隨規,潤研水磨。耳蕋垂而雙卷,趺蘤結而層承,美惟西極斯通,貴豈南琛可尚,花開四照,偶徵迷穀標名,組集五言,聊擬戲蓮具體,春華秋實,擷佩皆宜,月檻雲窗,詠歌是適。DPM cat HK2015 外壁: 琢羱肪之盈，匊晶瑩山輝。鏤蟬翼以隨，規潤研水磨。耳蕋垂而雙，巻趺蘤結而。層承美惟西，極斯通貴豈。南琛可尚花，開四照偶徴。迷穀標名組，集五言聊擬。戲蓮具體春，華秋實擷佩。皆宜月檻雲，窻詠歌是適。

Interior wall 內壁 text as published in 御製詩 is sequenced as 東南西北: 花開四照東,扶桑旭暎紅,千葩將萬卉,頭踏領春風。 

花開四照南,生意芳蕤含,迦葉底微笑,拈處是瞿曇。 

花開四照西,細葉扶柔荑,設擬䧿山種(上聲),佩之應不迷。 

花開四照北,如脂好顏色,貯水問何宜,惟宜八功德。 Interior wall 內壁 text as incised on object is sequenced as 東北西南 (KK confirmed in HK2015 p42 fig12 on 6/17/20. Does this change the ultimate meaning of the poem, and how much?)

花開四照東，扶桑旭映紅。千葩將萬卉，頭踏領春風。花開四照北，如脂好顔色。貯水問何宜，惟宜八功徳。花開四照西，細細葉扶柔荑。設擬昔隹山種，佩之應不迷。花開四照南，生意芳蕤含。迦葉底微笑。拈處不瞿雲。（內壁）",,"(序) 琢羱肪之盈匊,晶瑩山輝,鏤蟬翼以隨規,潤研水磨。耳蕋垂而雙卷,趺蘤結而層承,美惟西極斯通,貴豈南琛可尚,花開四照,偶徵迷穀標名,組集五言,郰？擬戲蓮具體,春華秋實,擷佩皆宜,月檻雲窗,詠歌是適。(外壁)

花開四照東,扶桑旭暎紅,千葩將萬卉,頭踏領春風。 

花開四照南,生意芳蕤含,迦葉底微笑,拈處是瞿曇。 

花開四照西,細葉扶柔荑,設擬䧿山種(上聲),佩之應不迷。 

花開四照北,如脂好顏色,貯水問何宜,惟宜八功德。 (內壁）",,御製詩,四集,卷21,頁14,甲午,(乾隆三十九年1774年),,https://ctext.org/library.pl?if=gb&file=56256&page=101,,,
Jade035a,"Large round dark green jade plate (1983, webcat), jade plate (2007)","碧玉大圓盤 (1983), 玉盤 (2007, webcat)",1774,"Central Asia (according to museum); Taipei 2007 notes that poem lists origin as 西洱, which museum identifies in Yunnan province, but impossible to confirm. Poem also specifically says plate was given in tribute 貢",plate,盤,,Central Asia,NPMT,,古玉 0632,天367,乾清宮 QQG,"Rim diameter 24.7, base diameter 14.7, height 3.9cm, ",,,35,,Taipei 1983 pp180-181 pl28,Taipei 2007 pp31/233 pl004,Taipei 2015 p75 pl037,,,,綠玉盤,,center,,"盤敦真裁玉,琅玕非贈青,瓜皮無鼂采,韭葉豈瓏玲,弗翼來西洱,輸誠貢大庭,繹思君奭語,愧覺不遑寧。 ",,"盤敦真裁玉,琅玕非贈青,瓜皮無鼂采,韭葉豈瓏玲,弗翼來西洱,輸誠貢大庭,繹思君奭語,愧覺不遑寧。 ",,御製詩,四集,卷22,頁13,甲午,(乾隆三十九年1774年),"此詩加琢於該盤之盤心，藏於本院,品號天三六七,圖版貳捌,插圖41。 ",https://ctext.org/library.pl?if=gb&file=56258&page=27,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=51051,,
Jade035b,Round white jade plate,,1774,Central Asia? ,Dish,Dish,,Central Asia? PMA  also lists date as 19th century.,PMA,,"1944-20-490a,b (https://www.philamuseum.org/collections/permanent/48907.html?mulR=1785119794%7C19)",,,Width: 6 1/8 inches (15.6 cm),,,35,https://www.philamuseum.org/collections/permanent/48907.html?mulR=1785119794%7C19,,,,,,,Dish,,Dish interior bottom surface ,,槃敦真裁玉，琅玕非贈青，瓜皮無鼂采，韭葉豈玲瓏，弗翼來西洱，輸誠貢大庭，繹思君奭語，愧覺不惶寧。 乾隆甲午御题 (内壁),,"緑玉盤
　　槃敦其裁玉琅玕非贈青𤓰皮無鼂采韭葉豈瓏玲弗翼來西洱輸誠貢大庭繹思君奭語愧覺不遑寜",,御製詩,四集,卷22,頁13,甲午,(乾隆三十九年1774年),"This dish, one of a pair, is inscribed with a poem composed by the Qianlong emperor (ruled 1736 to 1795). The poem is written in elegant standard script calligraphy. [Green jade in NPMT, white jade in PMA] ",https://www.philamuseum.org/collections/permanent/48907.html?mulR=1785119794|19,https://www.philamuseum.org/collections/permanent/48907.html?mulR=1785119794%7C19,,
Jade036,Flower-Shaped Bowl,,1774,India,cup,杯,,Mughal,MET,,50.145.113,,,H. 2 1/16 in. (5.2 cm); W. 7 5/16 in. (18.6 cm); D. 4 1/4 in. (10.8 cm),,,36,https://www.metmuseum.org/art/collection/search/42128,No exhibitions or publications listed at MET,,,,,,詠痕都斯坦白玉杯六𩐳 ,,Exterior wall,,"瑩比截肪,薄疑鏤翼,質輕且美,五銖機若仙成,制巧而精,十合規由神運,磨水旣泯茲圭角,貯冰自徹彼中邊,徠遠足珍詠懷非寶。 

稷翼出奇質,良工心運靈,作杯成照世,瑛斗見明星,耳葉翻而拱,身花匀且停,磨礱泯楞角,攢簇鎖瓏玲,在手疑無物,定睛知有形,自應生穆瀣,那可酌湘𨤍。 ",,"瑩比截肪,薄疑鏤翼,質輕且美,五銖機若仙成,制巧而精,十合規由神運,磨水旣泯茲圭角,貯冰自徹彼中邊,徠遠足珍詠懷非寶。 

稷翼出奇質,良工心運靈,作杯成照世,映斗見明星(禮含文嘉曰:玉石得宜則太白常明),耳葉翻而拱,身花匀且停,磨礱泯楞角,攢簇鎖瓏玲,在手疑無物,定睛知有形,自應生穆瀣,那可酌湘𨤍。 ",,御製詩,四集,卷23,頁7—8,甲午,(乾隆三十九年1774年) ,,https://ctext.org/library.pl?if=gb&file=56258&page=88,https://www.metmuseum.org/art/collection/search/42128,,
Jade037,White jade washer in the shape of a lotus leaf,白玉荷葉洗,1774,Xinjiang/Qing,brush washer,洗 ,,psuedo-Mughal,DPM,,故096242,夜196.14,頤和軒 YHX,"diameter: 15.5cm, height: 4.2cm","口徑（寛）15.5 、
高4.2厘米",,37,,HK 2015 45/50/203,,,,,,題痕都斯坦玉荷葉洗 ,On a Hindustan Jade Washer int he SHape of a Lotus Leaf,Interior center,,"色如截肪薄如紙，西崑玉人巧無比。
那知士禮設東榮，萬里流沙亦有此。
器同其製略弗同，荷葉為形柄曲委。
讀阿里卜通漢書，寓義依然是承水。",,"色如截肪薄如紙,西崑玉人巧無比,那知士禮設東榮,萬里流沙亦有此,器同其製畧弗同,荷葉爲形柄曲委,讀阿里卜(囘書名,讀其書者必始於此)通漢書,寓義依然是承水。 ",,御製詩,四集,卷23,頁28,甲午,(乾隆三十九年1774年) ,,御製詩 and 《皇輿西域圖志》卷四十六，頁二十六，“御製題痕都斯坦荷葉洗（甲午）”。,,,
Jade038,,,1775,,dagger,靶刀 ,,,,,,,,,,,38,,,,,,,,玉靶刀 ,,,,"精球出玉瓏鼂采葆光瑩,良工相材琢,寶刀裝作柄,截肪還以用截肪,曰名曰實曷有常,即物思義,至理弗奇,太阿不可倒持,予言亦戒莫違。 ",,"精球出玉隴(和闐別域名出玉處)鼂采葆光瑩,良工相材琢,寶刀裝作柄,截肪還以用截肪,曰名曰實曷有常,即物思義,至理弗奇,太阿不可倒持,予言亦戒莫違。 ",,御製詩,四集,卷25,頁31,乙未,(乾隆四十年1775年),,https://ctext.org/library.pl?if=gb&file=56260&page=128,,,
Jade039,White jade lobed dish in the shape of a chrysanthemum,白玉菊瓣碗,1775,India,bowl with two handles,椀,,Mughal,DPM,,故102288,翔101.37,閱是樓 YSL,"rim diameter: 20.3cm, base diameter: 9.6cm, height: 8.3cm",口徑20.3 ，底徑9.6，高8.3厘米,,39,,HK 2015 43/48/204,,,,,,詠痕都斯坦古玉椀,On a Hindustan Jade Antique Bowl,interior wall,,良工精琢，巧尚痕都。古樸斑華，浸疑炎漢。擷花英而規面六出。因重掄黍尺以量圍，三分乘八，執虚如滿。耳正卷然，錯采為文。體全粲若，物惟其適。詎云罕見為珍，器審所從，實則遠徕宜詠。古玉痕都亦有之，土花繁縟製尤奇。由來入絮同中外，終致肆筵可慨。思數出瓣，擎花各種，兩分耳吐蕾雙垂，圍三徑一逾周尺。念在盂圓鑑在兹。（内壁）,,"(序) 良工精琢,巧尚痕都。古樸斑華,浸疑炎漢。擷花英而規面六出。因重輪黍尺以量圍，三分乘八，執虛如滿。耳正卷然，錯采爲文。體全粲若，物惟其適。詎云罕見爲珍器，審所從實，則遠來宜詠。

古玉痕都亦有之，土花繁縟製尤奇or竒。由來入絮同中外，終致肆筵可慨思。數出瓣擎花各種，兩分耳吐蕾雙垂。圍三徑一逾周尺，念在孟圓鑒在茲。 ",,御製詩,四集,卷26,頁3,乙未,(乾隆四十年1775年), ,https://ctext.org/library.pl?if=gb&file=56262&page=6; see also the simplified text here,,,
Jade040,"Quartz scoop in halved double gourd shape (webcat) Gourd-shaped cup (Taipei 2007) **THIS IS WHITE QUARTZ, NOT NEPHRITE*** ",葫蘆形杯,1775,Mughal,ladle,瓢,,Mughal,NPMT,,古玉2810,呂1847.70,養心殿 YXD,"Length 15.8cm, width 10.3cm, height 3cm, wall thickness 0.23cm",,,40,,Taipei 1983 p204-205 pl40,Taipei 2007 p89/250 pl089,,,,,詠痕都斯坦古玉瓢,In Praise of an Archaic Hindustan Jade Ladle (瓢 is specifically a ladle made from a dried gourd),Exterior,,"痕都玉器來己夥,似兹舊物誠罕覩,製旣樸雅非華囂,質亦渾然穆而古,瓠可酌水斯象之,細腰大腹如剖腑,皮畧爲瓣疑就模柄孔穿繩便攜取,瓢飲由來古所稱,而彼那知顏與許,喀嗎琢爲眉哩用,戰獵佩之隨步武,賁來中國兩無藉,數典難尋周玉府,宣和刻印非所云建初脱粟儉堪祖,文房真稱件清吟,偶用輒因懷杜甫。 ",,"痕都玉器來己夥,似兹舊物誠罕覩,製旣樸雅非華囂,質亦渾然穆而古,瓠可酌水斯象之,細腰大腹如剖腑,皮畧爲瓣疑就模(瓠無瓣,此器外皮有瓣,上林以模夾葫蘆成器者乃有之,或外國葫蘆本有瓣,則不可知矣)柄孔穿繩便攜取,瓢飲由來古所稱,而彼那知顏與許,喀嗎(匠名)琢爲眉哩(汗名)用,戰獵佩之隨步武,賁來中國兩無藉,數典難尋周玉府,宣和刻印非所云(洞天清錄,宣和有玉瓢御寶)建初脱粟儉堪祖(漢章帝紀有恨不能瓢飲脱粟耳之語),文房真稱(去聲)件清吟,偶用輒因懷杜甫(杜甫詩,瓢飲惟三徑)。 ",,御製詩,四集,卷26,頁19,乙未,(乾隆四十年1775年),"此詩加琢於該玉瓢(實質爲石英而非玉也)外壁,藏於本院,品號呂一八四七70,圖版肆零,插圖42。 ""QL recognized it as an old jade...also had a beautiful wooden casket and stand made especially for this piece."" (Taipei 2007 p250 pl089) ""...[QL] apparently did not realize [that] this piece was made of white quartz, which is somewhat less translucent than amphibole jade. He thought it was an 'ancient object' that had become discolored over the years."" (Taipei 1983 p204)",https://ctext.org/library.pl?if=gb&file=56262&page=37,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=53231,https://sarahrider.github.io/self-manifests/manifests/jade040_sm_manifest_082023.json,
Jade041,Green jade plate inlaid with gold wire and colored glass (1983); Round plate with carved floral patterns (2007),蒙兀兒帝國 碧玉金絲盤 or 雕花盤,1775,,plate,盤,,Mughal,NPMT,,古玉3878,天324,乾清宮 QQG,length 22.9 cm x 21.7cm; height 1.9cm,,,41,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04011780  https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04001081,Taipei 1983 p200-201 pl38,Taipei 2007 p84/249 cat081,Taipei 2002 p156 catIV-26,,,,詠痕都斯坦綠玉盤,Ode on a Hindustan Green Jade Plate,interior center,,"量材爲器匪瓊英,工緻訝難意想成,喀嗎匠能逞彼巧,專諸人或遜其精,相金釘寶撫無迹,簇葉攢花視有情,每憶旅獒篇著訓,擒吟還覺愧平生。 ",,"量材爲器匪瓊英(此玉盤品乃中平而製絕精巧,蓋以掩其不逮也),工緻訝難意想成,喀嗎(回語以匠人爲喀嗎)匠能逞彼巧,專諸人或遜其精(蘇城玉人多居專諸巷),相金釘寶撫無迹,簇葉攢花視有情,每憶旅獒篇著訓,摛吟還覺愧平生。 ",,御製詩,四集,卷28,頁8-9,乙未,(乾隆四十年1775年),"此詩加琢於該玉盤器心,藏於本院,品號天三二四,圖版参捌,插圖43。 Taipei 2007 p84/249 cat.081 entry lists ""rubies"" instead of ""colored glass""",https://ctext.org/library.pl?if=gb&file=56320&page=18,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04011780,https://sarahrider.github.io/self-manifests/manifests/jade041_sm_manifest_082023.json,
Jade042,Lobed pale-green jade dish in the shape of a chrysanthemum,青玉菊瓣盤,1775,India,dish,盤,,Mughal,DPM,,故102320,夜198.22,頤和軒 YHX,"rim diameter: 19.8cm, base diameter: 13.1cm, height: 2.2cm",口徑19.8、底徑13.1、高2.2厘米,,42,,HK 2015 p43/49/204,,,,,,詠痕都斯坦玉盤,On a Hindustan Jade Dish,"interior center, between central chrysanthemum medallion and chrysanthemum petal pattern inside rim",,"初琢繼磨細，花攢葉簇精。
目原覩其疊，手乃撫之平。
表裏都圓潔，色形若混成。
新疆歲貢果，三品恰宜盛。",,"初琢繼磨細,花攢or攅葉簇精,目原覩其叠,手乃撫之平,表裏都圓潔,色形若混成,新疆歲貢果,三品恰宜盛(回部歲貢蘋果、石榴、木瓜三果,每以盤貯陳設,向曾與乾清宮西暖閣几上虎錞內所供之吉祥草,同繪爲歲朝圖,因以聯句)。 ",,《御製詩集•四集》卷三十八，頁三十三，“詠痕都斯坦玉盤”,四集,卷28,頁33,乙未,(乾隆四十年1775年) ,御製詩全集; Also in 《皇輿西域圖志》卷四十六，頁二十七，“御製詠痕都斯坦玉盤”。,https://ctext.org/library.pl?if=gb&file=56320&page=68,,,
Jade043,,青玉髙足碗,1775,,bowl,椀 ,,,,,故102961,鉅181.21,,"rim diameter: 14.1cm, base diameter: 6.6cm, height: 6.4cm","口徑14.1、底徑6.6、
高6.4厘米",,43,,,,,,,,詠玉椀 ,,,,"崑岡孕瑞產精瑜,歲以爲常貢外區,作器真看凝素液,宜人惟是發華腴,撫辰用惕民猶水,取象宛呈震仰盂,大白從來凜戒旨,賜茶廣殿乃時須。 ",,"崑岡孕瑞產精瑜,歲以爲常貢外區,作器真看凝素液,宜人惟是發華腴,撫辰用惕民猶水,取象宛呈震仰盂,大白從來凜戒旨,賜茶廣殿乃時須。 ",,御製詩,四集,卷31,頁18,乙未,(乾隆四十年1775年) ,,https://ctext.org/library.pl?if=gb&file=56321&page=113,,,
Jade044,,,1776,,,盤 ,,,,,,,,,,,44,,,,,,,,題和闐白玉盤 ,,,,"伯克呈方物,薄來厚往加解嘲原尚白,不掩本無瑕,李氏呼爲月,杜家藉以霞,七枚貯桃子,荒誕那須誇。 ",,"伯克呈方物(盤爲葉爾羌三品阿奇木伯克貝勒銜鄂對所進,依例折價倍值厚賚之),薄來厚往加解嘲原尚白,不掩本無瑕,李氏呼爲月(李白詩:小時不識月,呼作白玉盤),杜家藉以霞(杜甫詩:登以白玉盤,藉以如霞綺),七枚貯桃子,荒誕那須誇。 ",,御製詩,四集,卷33,頁29,丙申,(乾隆四十一年1776年) ,,https://ctext.org/library.pl?if=gb&file=56322&page=130,,,
Jade045,White jade gourd-shaped bowl ,,1776,,ladle,瓢,,,"John Woolf Collection, London",,,,,Length 7 1/8in (Hansford 1968 pl. 92),,,45,,"Hansford, S. Howard. Chinese Carved Jades. London: Faber, 1968. p96 and plate 92 (b/w photo)",,,,,,題痕都斯坦瓜瓣瓢,,"Unclear from photograph, but probably exterior wall",,"脂白原非綠,緣何形作瓜,庭堅臉如削,顏子巷曾挐,蔓自青連葉,背還黃綴花,考工當致愧,攻錯若爲加。 ","""Pure mutton-fat white without a trace of green, How comes it to be shaped like a gourd? Firm of body and conical in shape, Like the gourd held by Yanzi [Yanzi, i.e. Yan Hui, the favorite disciple of Confucius. The reference is to a passage in Analects, VI, 9, in which the Master praises Yan Hui's cheerfulnees in poverty, 'living in his mean alley, with a single bamboo bowl for food and a single gourd for drink.'""] in his alley, Leaves sprouting from fresh tendrils, and from its back the yellow flower.[The reference is to the color of the gourd flower in nature, not on the jade bowl.] (The author of) the Kao gong ji would feel shame, and reproach himself that he had not written more. [The reference is to the entry yu ren 'workers in jade' in the Kao gong ji, Record of Artificers - Zhou li, Book XLII. The entry is to the earliest reference to jade working, but is notoriously uninformative. The suggestion is that, had the author seen this bowl, he would have been impelled to write at greater length.] Inscribed by imperial command in the year yiwei of Qianlong (1775)"" (Translated in Hansford 1968 p96)","脂白原非綠,緣何形作瓜,庭堅臉如削,顏子巷曾挐,蔓自青連葉,背還黃綴花,考工當致愧,攻錯若爲加。 ",,御製詩,四集,卷40,頁8,丙申,(乾隆四十一年1776年),"此詩加琢於該玉瓢的器心, 現屬倫敦 Mr. John Woolf 收藏。發表於韓思復,1968, Pl. 92。插圖25。 ",https://ctext.org/library.pl?if=gb&file=56326&page=17,,,
Jade046,,,1777,,bowl,椀 ,,,,,,,,,,,46,,,,,,,,題痕都斯坦玉椀 ,,,,"年班伯克入朝覲,包貢呈由典屬官,昆嶠良材中孟椀,痕都巧製泯彫刓,食芹負曝通誠遠,厚往薄來折實寬,不貴異物賤用物,慙仍民足致艱觀。 ",,"年班伯克入朝覲(伯克,回部官名而職掌及名號各不同。其曰阿奇木伯克,總理一城事務,若內地之都統;伊什罕伯克,協理事務若內地之副都統,其品級則自三品至七品不等,皆以城務大小爲差;又有噶咱納齊伯克,管理地畝錢糧;商伯克爲其協理;哈資伯克,司刑名詞訟;訥克布伯克, 司貿易匠役;摩提色布伯克,司念經事;密圖巴理伯克,司買賣田產;密拉布伯克,司水利;都管伯克,司來使供給及文移等事;巴濟格爾伯克,司牲畜稅務;巴克瑪塔爾伯克,司菜園;什瑚爾伯克,備差遣之事,阿爾巴布伯克,承催錢糧;帕提沙布伯克,管巡捕事;明伯克,管本城本村一切事及雜項差務; 克勒克雅拉克伯克,司外來貿易稅務;鄂爾親伯克,司水利事;默克塔布伯克,司教幼童經卷;塞依得爾伯克,司街道巡察及園木事務;哲百伯克,司軍器;官品大小及員數皆不同,亦視各城之繁簡,爲率其職掌相沿已久,官名悉乃其舊,而選補則由駐辦大臣等核定奏聞,茲敍其大畧,其詳則於西域輿圖志中備載之),包貢呈由典屬官,昆嶠良材中(去聲)孟椀,痕都巧製泯彫刓,食芹負曝通誠遠,厚往薄來折實寬(回部貢物,所司例應折賞,命倍其直予之,以示柔遠也),不貴異物賤用物,慙仍民足致艱觀。 ",,御製詩,四集,卷41,頁6—7,丁酉,(乾隆四十二年1777年),,https://ctext.org/library.pl?if=gb&file=56326&page=82,,,
Jade047,Oval cup with bud-shaped handles,白玉花蕾耳橢圓杯,1778,Qing empire or China,handled cup,耳盂,,"pseudo-Mughal ""Acanthus leaves and bud-shaped ears are common decorations applied on opposing sides of Mughal jade cups. In contrast to what would normally be found on Mughal jades, one of the two leaves on this cup curls upward near the rim, revealing its thin stem. The piece is finely crafted of exquisite raw materials, which together suggest that the cup is an imitation, made during Qianlong's reign."" (HK 2015 p 192-193 pl 39; p205)",DPM,,故103640,崑223.10,南庫 NK,,口徑 14.2x10.2 底徑6.4x4.6、高4.4厘米,,47,,HK 2015 p192-193 pl39;p205,,,,,,痕都斯坦桃耳盂歌 ,Song on a Hindustan Cup with Raised Handles,interior wall,,"崑崙西極王母都，孕靈毓秀產美瑜。
方言印度音各殊，厥有玉人喀嗎呼。
水磨製此桃耳盂，寳砂琢磨異專諸。
薄於紙更輕於銖，撫不留手瓊華敷。 
寳光內含外復腴，西池得式其然乎。(內璧)","""Mt. Kunlun  is the capital of the Queen Mother of the West; spirits of the universe are concentrated here to produce fine jades. India uses several different names, and locas jade craftsmen are called 'ka-ma' [Kafir?]. This cup with raised handles is grained with water, and the polishing technique differs from that used in Suzhou. It is thinner than paper and lighter than a small coin. The surface is smooth and lustrous. Glowing from within, it has a soft surface. Does this shape come from the heavenly realm of the Queen Mother of the West? Imperially inscribed in the wuxu year, zhongxia month."" (HK 2015 p192) ","崑崙西極王母都,孕靈毓秀産美瑜.方言印度音各殊(痕都即印度之轉音),厥有玉人喀嗎呼(彼處呼玉人為喀嗎,攻玉為水磨),水磨(去聲)製此桃耳盂,寳砂琢磨異専諸(吳中玉匠多出專諸巷).薄於紙更輕於銖,撫不留手瓊華敷.葆光内含外復腴,西池得式其然乎.",,御製詩,四集,卷46,頁3,戊戌,(乾隆四十三年1778年) ,"“regional officials catered to [QL's] pleasure by sending a great amount of Islamic jades to the palace, which stimulated the demand for, and the development of, copies of Islamic jades. The nine pieces discussed [in HK 2015 Zhang essay pp48-49] copied either the shape or general characteristics of Islamic jades, and some of them even incorporated characteristics of Chinese jades, which all confused the Qianlong emperor. All nine Qing copies were made in the eighteenth century."" HK 2015 Zhang essay p48 **Jade 047 is the only one of these included in the exhibition. ",https://ctext.org/library.pl?if=gb&file=56328&page=8#%E5%B4%91%E5%B4%99,,,
